PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
11,2026-09-13,10:03:46.59,"Rickman, Sam",1000497645,Right,,,,,,Slider,Live,,76.61112,0.06811869538,-1.558480791,2582.305938,78.97557949,8:45,6.12959,1.95749,4.53135,-51.83512,-1.81914,-9.12821,1.87487,-0.28737,70.61077,-9.364557088,-3.234029565,0.5090093864,4.25318,-0.95456,-1.78677,50,6.08917,3.34003,-111.24071,-1.64775,5.32131,20.23882,-33.36833,266c1f44-b482-4d5f-88a7-b9b7b14ee8b7,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,74.05058,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,928c15b7-1477-4fb3-8243-9f4073753c71,97ec3e98-4493-468c-a091-f7a435a5e9c5
12,2026-09-13,10:04:10.13,"Rickman, Sam",1000497645,Right,,,,,,Fastball,Live,,88.50218,-0.2850539174,-0.3339336743,2218.976592,198.2572544,12:30,6.10285,1.75731,5.19562,-20.26583,16.0711,5.31168,4.14593,1.88588,81.07562,-4.038869359,0.6517340677,0.4338559119,-2.88116,8.52344,-1.73036,50,6.06137,0.5574,-128.74098,-1.37664,-4.8535,25.79533,-17.81577,cfae2534-a446-4004-8409-4443411b9384,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,86.87778,Pitching,25410021,,,,,,,,,,,,,,,,,,,208.5854131,49.81912416,1431.689716,0.6452027122,1:00,6c5771ea-bad5-475b-a008-3d38f1a42ac7,97ec3e98-4493-468c-a091-f7a435a5e9c5
13,2026-09-13,10:04:36.03,"Rickman, Sam",1000497645,Right,,,,,,Fastball,Live,,87.23243,-2.205011616,-3.144809899,2290.058614,201.620867,12:45,6.15493,1.52792,5.39541,-20.12905,17.12917,6.80097,2.40726,-0.855,80.07656,-5.932431276,-1.881132882,0.4393215279,-4.43514,9.65258,-1.25227,50,5.94414,6.72318,-126.65767,-5.58177,-7.23609,24.81085,-16.42554,7673354d-e7d4-4700-b5ae-24992b920234,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,85.79693,Pitching,25410021,,,,,,,,,,,,,,,,,,,,42.75985476,1681.374194,0.7342057463,,3e2c22bf-a049-4521-a446-5deb1b479af8,97ec3e98-4493-468c-a091-f7a435a5e9c5
14,2026-09-13,10:04:50.86,"Rickman, Sam",1000497645,Right,,,,,,ChangeUp,Live,,82.80334,1.008722776,-0.3312575359,1442.836015,265.254056,2:45,5.94985,2.15814,5.34468,-40.02565,1.50055,18.51138,3.56057,3.39006,75.7936,-6.425780936,3.121028102,0.4638019163,-9.89234,0.50576,-2.14137,50,6.01243,0.08476,-120.40166,0.7981,-14.48106,23.98071,-31.43368,195eb3ca-dec5-4715-aaa1-9c0f7feb09f2,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,81.2684,Pitching,25410021,,,,,,,,,,,,,,,,,,,,20.06172805,1355.289916,0.9393235974,,a8651169-b69e-4fd1-8f71-37a88580c02d,97ec3e98-4493-468c-a091-f7a435a5e9c5
15,2026-09-13,10:05:11.80,"Rickman, Sam",1000497645,Right,,,,,,ChangeUp,Live,,83.36233,-2.638112327,-3.246860286,1459.088786,265.6724903,2:45,5.96909,1.97237,5.47533,-39.6222,1.12753,14.84527,0.19327,0.16842,77.12409,-9.934586091,-0.4809570484,0.4594452623,-8.75595,1.30953,-1.69743,50,5.71051,6.37901,-120.99163,-6.8776,-13.02052,22.90547,-30.22671,f43f18eb-a5f0-4810-8882-bd12211f460c,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,82.03902,Pitching,25410021,,,,,,,,,,,,,,,,,,,,22.9251009,1343.842432,0.9210148446,,9b0c0c6a-bca6-408f-95cd-42b0f0ea14c6,97ec3e98-4493-468c-a091-f7a435a5e9c5
16,2026-09-13,10:05:54.56,"Rickman, Sam",1000497645,Right,,,,,,Slider,Live,,76.6854,-0.6679666058,-3.377303617,2650.427698,66.54235416,8:15,5.96943,1.92536,4.59499,-53.74899,-3.68085,-8.387,0.854,-1.98903,70.77166,-10.42263808,-4.915311669,0.5092747302,3.34316,-1.70383,-1.56943,50,5.85226,6.84551,-111.1732,-3.12357,4.16603,20.73263,-34.29724,49543d74-49e0-456d-adf3-b0c86894aaae,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,74.012,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,64c3558b-e4fe-4b97-a36f-47024c0ece35,97ec3e98-4493-468c-a091-f7a435a5e9c5
17,2026-09-13,10:06:11.64,"Rickman, Sam",1000497645,Right,,,,,,Slider,Live,,79.73841,0.277749189,-1.839462908,2625.244909,78.76784395,8:45,6.20128,1.7499,4.46522,-47.65768,-1.40983,-6.91393,2.49471,-0.58032,73.35948,-8.397231955,-3.106195191,0.4894599303,3.03257,-0.80041,-1.54966,50,6.18595,3.96733,-115.76416,-1.15816,4.11416,21.66461,-33.25993,32f42108-408c-43f7-af9c-233a664b4ca0,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,77.00822,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,487845ec-78ec-49bf-a2b0-59725a441470,97ec3e98-4493-468c-a091-f7a435a5e9c5
18,2026-09-13,10:06:34.53,"Rickman, Sam",1000497645,Right,,,,,,Slider,Live,,78.12163,-0.5406523339,-2.133698606,2608.128561,68.09154403,8:15,6.09022,1.79937,4.70287,-51.74058,-3.49863,-8.59744,1.26501,-0.9431,71.50884,-10.00632343,-3.722894757,0.4999007559,3.79607,-1.64641,-1.57601,50,5.99082,4.51413,-113.33058,-2.82591,4.88221,22.8596,-34.29153,090a2dd6-b7c1-4408-8a14-fa08c204f2d7,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,75.39984,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,38075055-bae0-49b1-beaf-e2db258e059e,97ec3e98-4493-468c-a091-f7a435a5e9c5
19,2026-09-13,10:06:48.24,"Rickman, Sam",1000497645,Right,,,,,,Sinker,Live,,88.99763,-1.331893133,-2.767707005,2198.569045,234.9986691,1:45,6.34619,1.65559,5.30721,-26.18178,10.00944,14.32723,2.91264,0.24987,80.96177,-6.200783217,-0.0931679899,0.4329851404,-8.39562,5.6881,-1.4148,50,6.20672,5.73672,-129.20637,-3.93869,-14.10949,28.39193,-22.61475,1cc1987c-5624-4470-9d6a-8ce996548b35,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,87.0525,Pitching,25410021,,,,,,,,,,,,,,,,,,,203.1162822,47.82212522,1476.195045,0.6714344717,12:45,765d2939-721d-489b-b964-f027f2701267,97ec3e98-4493-468c-a091-f7a435a5e9c5
20,2026-09-13,10:07:06.91,"Rickman, Sam",1000497645,Right,,,,,,Sinker,Live,,88.81285,0.4003396659,-2.594813841,2026.362448,253.6423459,2:30,6.17965,1.8824,5.25086,-32.27955,4.1537,14.28488,3.86621,0.63323,80.63782,-5.609533784,0.07114704956,0.4344305612,-8.31852,2.07396,-1.65492,50,6.19297,5.33348,-128.96376,-0.25275,-13.91052,28.58857,-28.7059,89c9e457-c1e0-40ab-9d54-b027d62c4463,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,86.76286,Pitching,25410021,,,,,,,,,,,,,,,,,,,210.5154464,50.28795352,1294.702888,0.6389295702,1:00,80b82142-bc71-49e0-bf71-e75f870b3a7b,97ec3e98-4493-468c-a091-f7a435a5e9c5
21,2026-09-13,10:08:02.60,"Tyler, Sheppard",1000498808,Right,,,,,,Sinker,Live,,76.63558,1.563219471,-6.591449954,1994.808787,239.296139,2:00,4.60189,2.60924,4.69535,-41.70012,8.37119,14.33188,2.62098,-2.48096,70.08013,-6.056885113,-3.978780822,0.5092908862,-9.15945,3.90404,-1.95121,50,4.72478,12.30201,-110.62455,1.63964,-11.3987,18.94841,-27.31556,aae9bc05-ef1e-4124-95e6-0e1b516b5453,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,74.00965,Pitching,25410021,,,,,,,,,,,,,,,,,,,,51.71992171,1235.796267,0.619506128,,2599fc86-5860-401c-acd9-7a7763a046ca,97ec3e98-4493-468c-a091-f7a435a5e9c5
22,2026-09-13,10:08:15.99,"Tyler, Sheppard",1000498808,Right,,,,,,Sinker,Live,,76.97907,0.7395399705,-6.656772672,1918.967857,248.8019821,2:15,4.42909,2.77176,4.80014,-42.64208,6.93918,18.19003,1.58102,-2.04754,70.25663,-7.077912959,-3.325688978,0.5067924734,-11.28567,3.39377,-2.12208,50,4.46709,12.36602,-111.11995,0.03146,-14.11739,19.82375,-27.92873,48e06ef3-69f2-4b49-96c4-d43aca0ac735,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,74.3745,Pitching,25410021,,,,,,,,,,,,,,,,,,,,43.27520048,1397.142034,0.7280695344,,3864c56c-64c5-41cf-a0e8-74cd91d25a16,97ec3e98-4493-468c-a091-f7a435a5e9c5
23,2026-09-13,10:08:28.73,"Tyler, Sheppard",1000498808,Right,,,,,,Sinker,Live,,78.82697,-0.4192822613,-4.730135069,1947.709023,236.2639429,2:00,4.7803,2.81524,4.9422,-36.26757,10.14706,15.28996,1.36046,-0.39037,72.59853,-7.068547489,-1.920654955,0.4903417087,-9.17437,5.38878,-2.36789,50,4.71002,8.94171,-114.26709,-2.05651,-12.21995,19.59211,-24.99637,a0c446ee-faa8-439f-845a-4da46c6f82c0,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,76.86974,Pitching,25410021,,,,,,,,,,,,,,,,,,,249.177959,48.10647028,1300.579774,0.6677484979,2:15,250fae5d-80f2-41d2-9a82-ead3f93e6395,97ec3e98-4493-468c-a091-f7a435a5e9c5
24,2026-09-13,10:08:42.73,"Tyler, Sheppard",1000498808,Right,,,,,,Sweeper,Live,,69.61127,0.6286568181,-2.799079832,2426.8226,132.4941457,10:30,4.44419,2.74643,4.52289,-53.84882,7.96286,-8.75278,0.55616,-0.65048,62.96155,-9.261796792,-4.418064938,0.5658569774,3.57054,3.90049,-2.44634,50,4.46116,5.19744,-100.8123,-0.54451,3.59693,19.61563,-28.24474,9632f4f1-0cae-444e-832b-7804f6d8f133,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,66.61125,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,b11848a9-2080-4bc9-938d-aac0f122a5db,97ec3e98-4493-468c-a091-f7a435a5e9c5
25,2026-09-13,10:09:00.77,"Tyler, Sheppard",1000498808,Right,,,,,,Sweeper,Live,,68.75359,1.670584518,-3.470259564,1205.649362,122.8183696,10:00,4.53166,2.77185,4.47148,-57.21378,6.25403,-9.76663,1.35952,-1.35371,62.27372,-8.819944907,-5.269431675,0.5733874071,3.87936,2.66716,-2.39737,50,4.65514,6.33106,-99.48259,1.15949,3.81544,18.72654,-29.55083,40fcec20-403f-459e-9b3c-f4ae6ebca149,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,65.73643,Pitching,25410021,,,,,,,,,,,,,,,,,,,72.22807198,51.944325,743.1947036,0.6164269041,8:30,f534e044-7bab-4e69-af52-1e14ca804155,97ec3e98-4493-468c-a091-f7a435a5e9c5
26,2026-09-13,10:09:14.51,"Tyler, Sheppard",1000498808,Right,,,,,,Sinker,Live,,78.46477,0.4640976788,-2.722369096,2022.806446,251.7839451,2:30,4.676,2.68102,5.03101,-42.93406,4.24034,13.03396,1.53648,1.19705,71.3359,-7.487645346,-0.2971979194,0.4943386452,-7.66288,2.08173,-2.43118,50,4.68689,4.98938,-113.86352,-0.47609,-9.96828,22.68799,-29.46602,99f07700-10b8-4451-a3cf-b3b03faa9cfe,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,76.24821,Pitching,25410021,,,,,,,,,,,,,,,,,,,204.5075659,50.13436801,1296.597376,0.6409893437,12:45,c730ad69-b309-49e5-ae52-93cd68828485,97ec3e98-4493-468c-a091-f7a435a5e9c5
27,2026-09-13,10:09:27.19,"Tyler, Sheppard",1000498808,Right,,,,,,Sinker,Live,,79.53659,0.5685191692,-4.885459062,1961.652134,252.8020957,2:30,4.89524,2.59612,4.95557,-40.81232,5.33096,17.45834,2.03326,-0.57546,72.28782,-6.969686792,-1.655304491,0.4889062587,-10.5662,2.61689,-2.1363,50,4.91777,9.25851,-115.14299,-0.21684,-14.10132,22.55922,-28.68163,d01a6f24-705f-4d38-9827-c1a687ee389f,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,77.09543,Pitching,25410021,,,,,,,,,,,,,,,,,,,238.1213124,52.43950356,1195.820711,0.6095987613,2:00,0be7bdf1-1d8e-4ad4-b064-52b7a170dd13,97ec3e98-4493-468c-a091-f7a435a5e9c5
28,2026-09-13,10:09:41.56,"Tyler, Sheppard",1000498808,Right,,,,,,Sweeper,Live,,68.34448,1.749083412,-3.262631791,1173.070969,129.5991759,10:15,4.55781,2.75078,4.03265,-55.34714,9.40386,-11.42213,1.62931,-1.33917,62.33192,-8.284484319,-5.341509269,0.5791547618,4.78565,4.22643,-2.37019,50,4.69748,6.00743,-98.91183,1.23763,4.69556,17.19082,-28.02718,5b8000c4-bffe-4dee-a30d-7100bb7667d7,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,65.08181,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,d2e6385d-e21b-45ea-9b1f-e4675f6adc2f,97ec3e98-4493-468c-a091-f7a435a5e9c5
29,2026-09-13,10:09:54.31,"Tyler, Sheppard",1000498808,Right,,,,,,Sweeper,Live,,69.01921,1.307574527,-0.4048057553,2375.321257,108.5236872,9:30,4.66098,2.73747,4.53032,-58.41505,3.7963,-11.47701,1.03826,1.39563,62.94468,-9.396918318,-2.524920604,0.5676834313,5.79057,1.5481,-2.68487,50,4.74412,1.05939,-100.13303,0.49448,5.80856,17.98125,-30.62114,e3953697-4382-43a9-852d-90ca2218bfff,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,66.39693,Pitching,25410021,,,,,,,,,,,,,,,,,,,126.3373514,67.15964979,922.0158795,0.3881647069,10:15,77f78eb9-7483-4e76-a5fa-4162e9c01622,97ec3e98-4493-468c-a091-f7a435a5e9c5
30,2026-09-13,10:10:17.85,"Tyler, Sheppard",1000498808,Right,,,,,,ChangeUp,Live,,76.12219,0.3146708384,-3.531728004,1332.295849,228.0562213,1:30,4.66993,2.6186,5.48822,-38.59251,10.20505,11.42736,1.74879,0.26315,69.90324,-6.852901935,-1.403065241,0.5027712714,-7.02758,5.33639,-2.31704,50,4.67157,6.48372,-110.56375,-0.54023,-8.72159,19.23415,-25.55132,7c658464-d78a-455f-bc44-ef5df43d3fef,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,74.96936,Pitching,25410021,,,,,,,,,,,,,,,,,,,,23.74640432,1219.499355,0.9153367523,,0c185216-7f15-49bc-8322-8a7454bf96ee,97ec3e98-4493-468c-a091-f7a435a5e9c5
31,2026-09-13,10:10:32.86,"Tyler, Sheppard",1000498808,Right,,,,,,ChangeUp,Live,,77.1875,1.950308289,-2.055070051,1916.68483,255.8252435,2:30,4.50183,2.72528,4.87452,-44.99845,4.00172,16.08459,2.59905,2.12053,70.06866,-6.372477798,0.9293852361,0.5038139454,-9.0035,1.49797,-2.53666,50,4.65657,3.49045,-111.9834,2.33901,-11.34128,21.73618,-30.28712,88c8c5e2-d52d-46fb-af98-826e5b8d8989,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,74.8142,Pitching,25410021,,,,,,,,,,,,,,,,,,,,48.51529669,1269.650499,0.6624200701,,dd43a9a5-1d25-49df-baf9-b84fc2a3db0d,97ec3e98-4493-468c-a091-f7a435a5e9c5
32,2026-09-13,10:11:04.87,"Tyler, Sheppard",1000498808,Right,,,,,,ChangeUp,Live,,77.47471,1.757482724,-4.333125429,1845.86806,249.7206276,2:15,4.66677,2.50543,5.06122,-42.17607,6.21161,17.06784,2.8144,-0.1655,70.32714,-6.057516879,-1.166717155,0.500655268,-10.22732,2.73847,-2.10663,50,4.80147,7.95576,-112.22027,2.10057,-12.96851,21.37633,-28.70159,92a1b1f1-b7c9-4b29-bc2a-2daca9def24b,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,75.28621,Pitching,25410021,,,,,,,,,,,,,,,,,,,240.9955273,48.44258366,1224.493951,0.6633702471,2:00,9f496818-e6e3-4a26-ba4c-db091daf3c93,97ec3e98-4493-468c-a091-f7a435a5e9c5
33,2026-09-13,10:11:18.73,"Tyler, Sheppard",1000498808,Right,,,,,,Sweeper,Live,,69.59192,1.276960457,-1.874719059,1183.212188,127.3681944,10:15,4.62277,2.67408,4.10061,-51.91023,10.34111,-13.60008,1.52316,-0.2589,63.31526,-8.166637659,-4.362191729,0.5678658526,6.3223,4.85353,-2.45067,50,4.71208,3.74412,-100.83996,0.55638,6.43344,18.19756,-27.23519,6b96fc70-6262-42c4-b6f9-95e5f342fff0,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,66.3756,Pitching,25410021,,,,,,,,,,,,,,,,,,,,46.1550006,819.6227043,0.6927098219,,ac87a8d1-91b0-4a7e-8894-e4ec5d583cd0,97ec3e98-4493-468c-a091-f7a435a5e9c5
34,2026-09-13,10:11:40.15,"Tyler, Sheppard",1000498808,Right,,,,,,Sinker,Live,,77.89553,0.8330910133,-5.512255139,1979.01726,252.4910652,2:30,4.47975,2.62732,4.91146,-43.35182,4.72916,15.25441,1.65847,-1.32921,71.11777,-7.141519985,-2.70395935,0.4990660795,-9.50209,2.2286,-2.10056,50,4.52604,10.37083,-112.68511,0.21431,-12.20421,20.68821,-29.3117,b3b56837-8244-453b-b546-68295c417db8,4e4f1dc2-64b0-4ee8-9cda-b91ff3a7d7d3,75.52595,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,282aa485-111f-4578-a402-c0b70e332ca7,97ec3e98-4493-468c-a091-f7a435a5e9c5
