PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
11,2026-09-09,17:09:35.58,"Bussard, Jack",824655,Left,,,,,,Curveball,Live,,72.16337,2.707781842,-2.42924619,1725.909274,329.9654109,5:00,6.48625,-0.98661,4.88375,-60.99363,-5.34989,3.06202,3.96906,-3.03074,66.40346,-8.489140597,-1.864336296,0.536882879,-2.25748,-3.52449,1.2223,50,6.70178,4.34707,-104.69612,3.07299,-2.50954,17.42037,-36.09207,91fa9c5e-3d93-4d95-978d-065a2f4295b5,77efd153-385b-4204-9208-f0cbc0ca3cd3,70.20607,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,6c1c096b-e20b-48bb-bcda-cebc192de2d0,3ac21d51-9806-43df-8dc6-220a75943ac6
12,2026-09-09,17:10:10.99,"Bussard, Jack",824655,Left,,,,,,Curveball,Live,,71.17559,2.290802195,-1.077556449,1618.004828,331.9473196,5:00,6.59548,-0.88553,5.61867,-59.78105,-4.02604,2.11848,3.75282,-1.71459,65.3342,-8.855639725,-0.6800478235,0.5374194479,-1.44433,-2.81554,0.97597,50,6.75266,1.88834,-103.44831,2.51824,-1.55899,17.88999,-35.2131,768fd8cf-7971-4bd4-ad58-8e4ff534d3c9,77efd153-385b-4204-9208-f0cbc0ca3cd3,70.13598,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,67b04cba-abd3-4ec6-aeb0-35440da406f9,3ac21d51-9806-43df-8dc6-220a75943ac6
13,2026-09-09,17:10:45.57,"Bussard, Jack",824655,Left,,,,,,Curveball,Live,,71.41785,1.969216973,-1.594534661,1769.929482,311.0093349,4:15,6.60048,-0.83831,5.7823,-62.12377,-6.85303,7.81772,3.25681,-1.67054,65.41241,-9.65918318,-0.1197724275,0.5350803994,-4.69349,-4.28821,0.96494,50,6.72567,2.68332,-103.79228,1.93348,-5.0745,18.81187,-36.81037,6746fcf7-c96e-4f54-aa06-28bd073f142c,77efd153-385b-4204-9208-f0cbc0ca3cd3,70.44257,Pitching,25410021,,,,,,,,,,,,,,,,,,,,-41.98149152,1315.696441,0.7433609386,,33e881ab-f805-4002-aa6e-d3842c22c495,3ac21d51-9806-43df-8dc6-220a75943ac6
14,2026-09-09,17:11:11.59,"Bussard, Jack",824655,Left,,,,,,Curveball,Live,,72.42458,-0.01814872895,0.1714659185,2093.783864,317.63344,4:30,6.62078,-1.12657,5.72565,-60.69907,-7.19031,6.51728,1.54563,-0.42378,67.08909,-11.27939015,1.396569241,0.5264824146,-3.44791,-3.85333,1.10829,50,6.58213,-0.49217,-105.38628,-1.67986,-3.8633,18.52692,-36.49161,4670ae39-fffc-490d-aa02-e8382912583d,77efd153-385b-4204-9208-f0cbc0ca3cd3,71.59297,Pitching,25410021,,,,,,,,,,,,,,,,,,,341.3148707,-44.25668959,1499.610859,0.7162204677,5:30,d82787cf-81bf-46ba-9df9-c60e2e9b4620,3ac21d51-9806-43df-8dc6-220a75943ac6
15,2026-09-09,17:11:25.20,"Bussard, Jack",824655,Left,,,,,,Curveball,Live,,71.10672,0.5344816972,-0.5081301813,1864.093936,310.2920391,4:15,6.56011,-1.01291,5.70589,-60.3632,-5.02583,5.8729,2.0278,-0.99689,65.98732,-10.66040683,0.5932119189,0.5354028087,-3.28589,-2.83942,1.05178,50,6.56747,0.7603,-103.49042,-0.6537,-3.56658,17.13712,-35.25602,de437561-173d-4925-a235-dd7ea753e3ab,77efd153-385b-4204-9208-f0cbc0ca3cd3,70.40015,Pitching,25410021,,,,,,,,,,,,,,,,,,,,-49.30952136,1215.337813,0.6519724088,,2115037b-50a7-4198-8e16-1e9fce317bfb,3ac21d51-9806-43df-8dc6-220a75943ac6
16,2026-09-09,17:11:41.36,"Bussard, Jack",824655,Left,,,,,,Slider,Live,,78.09075,-0.003942501402,2.546584186,1770.227,216.2458567,1:15,6.45826,-1.03783,5.8176,-42.15272,4.10869,3.04345,2.94187,1.58475,71.14097,-7.909715243,3.12048446,0.489531712,-0.85062,2.21743,0.82785,50,6.4332,-5.13394,-113.47775,-1.21216,-1.09677,22.9317,-29.31494,047e2bd7-cffc-4798-992f-45575c8a4247,77efd153-385b-4204-9208-f0cbc0ca3cd3,76.99693,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,72675c42-9e3e-4cca-b657-55b0d026c9c1,3ac21d51-9806-43df-8dc6-220a75943ac6
17,2026-09-09,17:11:56.21,"Bussard, Jack",824655,Left,,,,,,Slider,Live,,75.22672,0.4797143769,1.041764888,,,,6.56439,-1.03219,5.34575,-48.02094,2.31108,-0.41377,3.01265,-0.08952,69.04998,-8.423510587,0.964536227,0.5106149954,0.51818,1.08561,0.93878,50,6.57377,-1.97655,-109.37831,-0.52407,0.62574,19.86584,-30.86308,1176c1f2-109c-45c9-b75e-f989a01ea0e7,77efd153-385b-4204-9208-f0cbc0ca3cd3,73.81773,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,a5eba2b3-1fa8-4fe5-94fa-ead5f2a31636,3ac21d51-9806-43df-8dc6-220a75943ac6
18,2026-09-09,17:12:21.11,"Bussard, Jack",824655,Left,,,,,,Splitter,Live,,78.33426,0.1516481219,0.1981651785,837.4744254,145.2131105,10:45,6.48272,-1.07251,5.75416,-38.85442,6.6756,-4.66382,3.386,-1.27672,71.96264,-7.106313323,-0.6774597669,0.485646607,2.55789,3.54053,1.05893,50,6.47169,-0.25774,-114.02158,-0.83638,3.36809,20.92474,-27.51208,3db45803-fab5-46a3-8826-3852484eabe8,77efd153-385b-4204-9208-f0cbc0ca3cd3,77.61289,Pitching,25410021,,,,,,,,,,,,,,,,,,,,-21.86946832,777.2054773,0.9280348793,,8d4ecfd4-018d-44df-b65e-237fd0f21815,3ac21d51-9806-43df-8dc6-220a75943ac6
19,2026-09-09,17:12:36.60,"Bussard, Jack",824655,Left,,,,,,Splitter,Live,,76.03532,0.1699237481,0.805685556,,,,6.51643,-1.0426,5.99169,-40.12995,8.03955,-5.97582,3.32974,-0.79399,69.47888,-7.380194089,-0.3246986716,0.4995253044,3.47846,4.30812,0.98251,50,6.50773,-1.39421,-110.65795,-0.75932,4.28566,20.92067,-26.86621,6ed3878c-1ad6-4522-b5c9-38554f1b90f0,77efd153-385b-4204-9208-f0cbc0ca3cd3,75.45652,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,cc970737-901b-4043-be00-69d70c26ce46,3ac21d51-9806-43df-8dc6-220a75943ac6
20,2026-09-09,17:14:48.17,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,85.86782,,,2121.374251,,,5.26921,2.48966,5.10589,,,,2.83074,0.15001,78.78946,-5.8286264,-1.478960342,0.4486105663,-6.34033,2.58653,-2.17747,50,5.28038,7.03179,-124.67863,-0.34572,-10.02299,24.0587,-28.08518,3605a12c-3289-41c6-8e4a-ee4735aef456,77efd153-385b-4204-9208-f0cbc0ca3cd3,84.0204,Pitching,25410021,,,,,,,,,,,,,,,,,,,,24.92746164,1923.7515,0.9068421093,,4da5d12b-ba64-423d-adcb-c54b031f7d84,3ac21d51-9806-43df-8dc6-220a75943ac6
21,2026-09-09,17:15:00.64,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,85.84063,1.107048205,-3.492277152,2118.117706,249.0322833,2:15,5.04225,2.73031,5.19898,-32.22871,6.60999,17.41576,3.3997,0.89328,78.43095,-4.865355949,-0.2616841641,0.4485425945,-10.11166,3.17418,-2.41982,50,5.1209,6.99297,-124.60094,1.28143,-15.9274,24.58169,-27.17423,d0b796a0-9951-452c-bc8c-a0683e012134,77efd153-385b-4204-9208-f0cbc0ca3cd3,84.03313,Pitching,25410021,,,,,,,,,,,,,,,,,,,,22.06540577,1962.977487,0.9267556199,,43947ee1-86a6-4733-ade3-96c37777f47e,3ac21d51-9806-43df-8dc6-220a75943ac6
22,2026-09-09,17:15:12.38,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,85.8604,0.06728506124,-4.817093507,2150.509841,250.5401119,2:15,5.08866,2.63027,5.2502,-32.84232,6.02965,17.22254,2.41524,-0.47107,78.49342,-6.014792414,-1.625554615,0.4487347413,-10.39482,3.1587,-2.20054,50,5.07087,9.88907,-124.45023,-0.99501,-16.32827,24.60215,-27.21235,68f69593-adb0-41ae-b5f9-c1cb3a7b7960,77efd153-385b-4204-9208-f0cbc0ca3cd3,83.99715,Pitching,25410021,,,,,,,,,,,,,,,,,,,,25.80158265,1936.118523,0.9003067489,,7dcd9161-ba4b-41eb-adff-1a1b4859b281,3ac21d51-9806-43df-8dc6-220a75943ac6
23,2026-09-09,17:15:24.92,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,86.07752,1.533435275,-3.311069537,2092.715308,233.4241971,1:45,5.15134,2.72799,5.27197,-28.88899,9.58795,13.00899,4.18682,0.69897,78.64005,-3.827534936,-0.8964901013,0.4464487613,-7.74989,4.64055,-2.43504,50,5.27054,6.77695,-124.97176,2.34487,-12.29356,24.46805,-24.8128,5531034a-7b9b-41a9-bbdd-a2422bde7590,77efd153-385b-4204-9208-f0cbc0ca3cd3,84.42725,Pitching,25410021,,,,,,,,,,,,,,,,,,,235.4373314,24.55364793,1903.476464,0.9095725811,1:45,4a0c53b7-7850-46b4-824f-0d02e9558898,3ac21d51-9806-43df-8dc6-220a75943ac6
24,2026-09-09,17:16:00.15,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,87.34224,0.9784674791,-5.022179533,2121.023237,252.1083979,2:30,5.11564,2.78579,5.25374,-32.06915,5.66712,17.80021,3.3661,-0.46122,79.36015,-4.978864711,-1.717539015,0.4421309149,-10.82795,2.70925,-2.33781,50,5.18227,10.49011,-126.49998,1.04004,-17.49962,26.43541,-27.79548,b3632cb4-d7f5-497a-9927-0637b39c9afb,77efd153-385b-4204-9208-f0cbc0ca3cd3,85.25176,Pitching,25410021,,,,,,,,,,,,,,,,,,,,23.51922,1944.821908,0.9169262615,,15c2fb89-f547-4f91-bf3d-b955e2d2b92c,3ac21d51-9806-43df-8dc6-220a75943ac6
25,2026-09-09,17:16:11.54,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,86.57362,-0.3050008904,-4.12048547,2168.888984,255.2118876,2:30,5.07016,2.81439,5.23181,-33.52774,4.87265,18.59994,1.98878,0.485,78.81218,-6.528200019,-0.659620613,0.4460044781,-11.01027,2.65876,-2.44856,50,5.01755,8.39286,-125.53832,-1.8434,-17.49177,26.48071,-27.95013,f721dae7-65c9-4b79-89db-ea8cee7ac10a,77efd153-385b-4204-9208-f0cbc0ca3cd3,84.51135,Pitching,25410021,,,,,,,,,,,,,,,,,,,,31.36470233,1851.952726,0.8538716087,,0a9b7cd9-687f-40b8-ba21-6fa223fa32f7,3ac21d51-9806-43df-8dc6-220a75943ac6
26,2026-09-09,17:16:25.63,"Rodriguez, John",1000616296,Right,,,,,,Slider,Live,,76.09477,0.8952993106,-1.504221239,1086.702985,58.10077226,8:00,4.94366,2.88628,4.66338,-51.34657,-0.95759,-1.47227,1.51549,1.33458,69.98907,-8.495035368,-1.775178615,0.5109038549,0.34132,-0.74382,-2.73175,50,4.98961,2.95153,-110.51674,0.00466,0.42208,19.72557,-33.09385,77137cec-bfcb-45f5-9cac-5d7782d23eb3,77efd153-385b-4204-9208-f0cbc0ca3cd3,73.77599,Pitching,25410021,,,,,,,,,,,,,,,,,,,,46.41834329,749.1596327,0.6893876642,,97f50a49-5e7a-4b94-aa63-2fee6f73914a,3ac21d51-9806-43df-8dc6-220a75943ac6
27,2026-09-09,17:16:39.89,"Rodriguez, John",1000616296,Right,,,,,,Slider,Live,,75.26228,2.783287299,-2.507486484,2280.813542,99.70417338,9:15,4.90016,2.85972,4.00857,-52.34109,0.77049,-4.70503,3.21841,0.05587,68.66448,-6.713132407,-3.363130351,0.5245247977,1.65908,-0.40783,-2.57051,50,5.16036,4.94149,-108.98512,3.42531,1.98998,19.64386,-32.66322,c8361d2a-5299-45c3-bac8-dd5df50e3442,77efd153-385b-4204-9208-f0cbc0ca3cd3,71.86017,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,8db5837e-4135-4b80-b20a-d43c1a7d1895,3ac21d51-9806-43df-8dc6-220a75943ac6
28,2026-09-09,17:16:55.12,"Rodriguez, John",1000616296,Right,,,,,,Slider,Live,,74.27648,-0.4064676319,-0.7670657291,2210.227815,96.37263863,9:15,4.9647,2.87279,4.49475,-53.00228,0.48777,-4.77116,0.16055,1.74435,68.21982,-10.06157671,-1.645592184,0.526390316,2.22589,0.37118,-2.788,50,4.87318,1.60263,-107.82636,-2.53118,2.60404,19.85221,-31.73981,19958fd4-4268-436e-a2e9-c251cdfd4913,77efd153-385b-4204-9208-f0cbc0ca3cd3,71.60549,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,4923b812-e9a7-426a-9260-e40c600c7041,3ac21d51-9806-43df-8dc6-220a75943ac6
29,2026-09-09,17:17:12.26,"Rodriguez, John",1000616296,Right,,,,,,Slider,Live,,75.27492,0.2340728104,-5.315697154,1126.700567,72.28348992,8:30,5.01141,2.82412,4.86923,-52.5601,-1.05772,-3.194,0.85384,-2.4862,69.46039,-9.349071567,-5.900617762,0.5165175259,0.1708,-0.61591,-2.29769,50,4.99106,10.23858,-108.93754,-1.24213,0.20512,19.24048,-32.91376,0fd9d3b7-6a90-4e10-8fed-9eee7eda74c0,77efd153-385b-4204-9208-f0cbc0ca3cd3,72.97417,Pitching,25410021,,,,,,,,,,,,,,,,,,,,21.03481146,1051.62008,0.9333625189,,77719a20-3fdf-4638-a076-740a2568e52e,3ac21d51-9806-43df-8dc6-220a75943ac6
30,2026-09-09,17:17:33.36,"Rodriguez, John",1000616296,Right,,,,,,ChangeUp,Live,,81.762,-0.395707306,-4.686816348,1802.162954,277.6175441,3:15,5.14052,2.84714,5.28967,-45.07243,-2.17005,16.07956,1.01173,-0.22298,75.01328,-8.72447985,-1.700329011,0.4714244634,-9.81532,-1.03397,-2.43163,50,5.07205,9.188,-118.50946,-2.30069,-13.93946,22.94148,-33.64247,e808c711-82fb-4ac8-abbb-791ce0e1861a,77efd153-385b-4204-9208-f0cbc0ca3cd3,79.95436,Pitching,25410021,,,,,,,,,,,,,,,,,,,,23.27964809,1655.443145,0.9185868243,,8ea1308d-3810-4d2d-adaf-065e1c2b9def,3ac21d51-9806-43df-8dc6-220a75943ac6
31,2026-09-09,17:17:46.82,"Rodriguez, John",1000616296,Right,,,,,,ChangeUp,Live,,82.38013,0.01198679926,-3.554309496,1929.287295,256.6152383,2:30,5.20888,2.83128,5.28913,-38.34358,3.39396,14.43803,2.02485,0.69315,76.12157,-7.059198681,-0.8823388934,0.4649806002,-8.49844,1.78435,-2.51815,50,5.18218,6.951,-119.67705,-1.25667,-12.43974,21.08956,-29.56218,aef2deff-e960-4b37-9b05-b3bfa0cfe5b5,77efd153-385b-4204-9208-f0cbc0ca3cd3,81.06239,Pitching,25410021,,,,,,,,,,,,,,,,,,,,24.06354988,1761.620194,0.913093762,,0eee1d65-b13a-449a-88c0-57a2ae0c6221,3ac21d51-9806-43df-8dc6-220a75943ac6
32,2026-09-09,17:18:02.12,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,86.8233,0.9109406955,-4.535806829,2163.290483,244.4978125,2:15,5.09344,2.73633,5.4465,-31.00405,6.56989,13.91693,3.36527,-0.35886,79.5719,-4.845909678,-1.952658957,0.4411789636,-8.56901,3.24309,-2.34505,50,5.15283,9.51602,-125.95621,0.94824,-13.84183,24.26497,-26.93537,6b386191-4433-4063-bd51-b9ff3e9ec9da,77efd153-385b-4204-9208-f0cbc0ca3cd3,85.43571,Pitching,25410021,,,,,,,,,,,,,,,,,,,,30.34131507,1866.987873,0.8630315193,,cf6045a0-2553-4931-9084-d229590cfc3b,3ac21d51-9806-43df-8dc6-220a75943ac6
33,2026-09-09,17:18:59.29,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,87.08966,-0.0219238551,-2.594062095,2173.013378,252.3144971,2:30,5.06728,2.74478,5.46749,-31.93887,5.36046,16.92522,2.38518,1.72616,79.76105,-5.96385312,0.5645301477,0.4395638104,-9.70328,2.85297,-2.52828,50,5.04377,5.15717,-126.58665,-1.13911,-15.75974,25.60837,-27.54036,a7bcc6fa-854c-460b-a067-00763f66c283,77efd153-385b-4204-9208-f0cbc0ca3cd3,85.74964,Pitching,25410021,,,,,,,,,,,,,,,,,,,,19.98718456,2042.130821,0.9397690975,,ead68280-2321-4f9f-9d82-9d29729185e5,3ac21d51-9806-43df-8dc6-220a75943ac6
34,2026-09-09,17:19:52.05,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,88.72989,0.170825059,-4.014588987,2092.214059,240.3421807,2:00,5.15522,2.74626,5.30741,-28.00696,8.05433,14.23785,2.98203,0.1587,81.48543,-5.013524662,-1.377870082,0.432207251,-8.54321,4.20264,-2.39216,50,5.1506,8.53057,-128.81422,-0.61812,-14.4563,24.98098,-25.0626,62b87a66-6bb2-48da-b602-9ef3cfdf0c8c,77efd153-385b-4204-9208-f0cbc0ca3cd3,87.20918,Pitching,25410021,,,,,,,,,,,,,,,,,,,,9.593508338,2062.95429,0.9860149258,,0489354b-93f9-421c-9a89-43898eadf861,3ac21d51-9806-43df-8dc6-220a75943ac6
35,2026-09-09,17:21:14.74,"Rodriguez, John",1000616296,Right,,,,,,Fastball,Live,,86.98777,0.704987858,-5.10191161,2166.226082,250.7870154,2:15,5.26821,2.65527,5.20394,-31.89417,6.14552,17.85114,3.27597,-0.66744,79.23804,-5.206352414,-1.795208549,0.4439048539,-10.82022,3.03719,-2.19576,50,5.31001,10.61703,-125.99331,0.42767,-17.38885,25.6529,-27.29307,e1821870-a097-48b8-9ea4-fb92e60acffb,77efd153-385b-4204-9208-f0cbc0ca3cd3,84.91108,Pitching,25410021,,,,,,,,,,,,,,,,,,,,22.2162264,2005.41313,0.9257635416,,aa81fe9a-72f0-452d-88df-c5e7a5d4ed42,3ac21d51-9806-43df-8dc6-220a75943ac6
36,2026-09-09,17:21:33.04,"Rodriguez, John",1000616296,Right,,,,,,Slider,Live,,76.11689,0.7071299257,-5.181692672,2333.259435,54.50087462,7:45,5.01978,2.82918,4.87436,-55.91968,-5.15051,-7.20176,1.0316,-2.68679,69.74623,-9.527263288,-6.505666085,0.5128276286,2.16386,-2.90356,-2.31324,50,5.04369,10.21542,-110.08875,-0.43729,2.62952,21.33171,-35.70246,157eacc6-aaad-4bd3-86d4-10514b62659e,77efd153-385b-4204-9208-f0cbc0ca3cd3,73.49924,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,e64eb742-62f4-48ac-a893-4df601339a6d,3ac21d51-9806-43df-8dc6-220a75943ac6
