PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
20,2026-09-22,19:08:01.24,"Johnson, Tate",1000512540,Right,,,,,,,Warmup,,51.72621,1.382580089,2.141073078,1275.329135,,,7.33101,0.34065,,,,,4.48916,1.10817,44.80135,,,0.7337013158,9.11258,31.09538,-0.45173,50,7.39254,-2.63558,-75.19272,1.19892,4.8723,14.70261,-15.54802,015a51b5-7781-437d-a542-f91beb1a314a,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,8f35ffdd-ee34-4b19-94be-f4e7e08f4c00,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
21,2026-09-22,19:08:22.73,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,83.37037,-1.045989474,-1.570017542,2258.575213,187.6424959,12:15,6.0131,1.27932,6.25029,-25.04227,14.67601,1.974,2.96128,-0.00424,75.90617,-5.786320588,-1.194955583,0.4535932774,-1.5487,8.34406,-1.16385,50,5.92316,3.26966,-121.32764,-2.92378,-2.29229,25.29258,-19.82368,975340a8-c4de-41b0-ab27-7c7237e0294c,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,83.09744,Pitching,25410021,,,,,,,,,,,,,,,,,,,,38.38782973,1770.328571,0.7838253785,,68068af0-9e7e-400d-9fb2-657b18c0d245,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
22,2026-09-22,19:08:57.36,"Johnson, Tate",1000512540,Right,,,,,,Slider,Live,,72.41431,1.052664589,-0.7148515884,2168.970008,83.2349089,8:45,5.86563,1.4497,5.38579,-55.63293,-1.10384,-8.93838,2.21627,0.03486,66.29941,-9.281993173,-2.388468063,0.531478312,4.5278,-0.90642,-1.37974,50,5.92119,1.56823,-105.24407,0.34633,5.03217,19.37782,-33.18144,56ee9fcd-393f-4f4d-b54d-80a8a14c2ffa,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,70.91999,Pitching,25410021,,,,,,,,,,,,,,,,,,,57.56167025,65.05487459,914.7632284,0.4217500588,8:00,23013370-1b7a-436b-9333-5e6d3f8da1cf,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
23,2026-09-22,19:09:30.57,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,84.87149,-1.307504323,-2.857809155,2339.363459,194.6213238,12:30,6.06168,1.21335,6.14335,-20.30584,18.15075,4.74676,3.15974,-1.03376,77.35155,-5.139665111,-1.960093889,0.4463306745,-3.41358,10.26704,-0.99839,50,5.95165,6.02018,-123.39536,-3.41737,-5.24233,25.46164,-16.40667,48cd0681-041d-4032-a7b4-4d7eba73492d,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,84.44958,Pitching,25410021,,,,,,,,,,,,,,,,,,,,37.78374668,1848.866424,0.7903288463,,e5b4143a-bfdc-4e4f-89e9-5ace0c60ab0c,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
24,2026-09-22,19:09:47.73,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,84.33801,-3.481159917,-3.62011113,2309.369572,201.4924083,12:45,6.03847,1.07331,6.43265,-23.48304,15.2319,6.00221,0.87235,-1.75747,77.10834,-7.908798186,-2.47972592,0.4478274361,-4.3636,9.40701,-0.8188,50,5.77994,7.57777,-122.38477,-8.10603,-6.58589,25.2541,-17.97624,1ba98290-2e3f-4fa4-ade8-f74aa5be2c2d,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,84.16733,Pitching,25410021,,,,,,,,,,,,,,,,,,,,34.05327659,1913.352522,0.8285172476,,a1222bee-ebd6-406c-9c7e-5e40e792a71f,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
25,2026-09-22,19:10:06.63,"Johnson, Tate",1000512540,Right,,,,,,Slider,Live,,72.89357,-0.4876668455,-0.7437837779,2172.943276,82.43931017,8:45,5.94287,1.38296,5.50367,-54.3901,-1.36894,-9.97273,0.95429,-0.14366,67.73087,-10.51443681,-2.604438566,0.5240780856,5.0995,-0.59505,-1.31146,50,5.86403,1.66081,-106.06257,-2.4511,5.82054,17.79877,-32.85323,4a8172e3-bff4-4e1a-8ab3-25dc9ca93d67,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,71.92142,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,10d4a467-a6da-4a80-be9e-271bca5e1af1,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
26,2026-09-22,19:10:24.08,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,84.54559,-1.903676442,-1.279202825,2358.021513,200.8346916,12:45,5.99655,1.36196,6.27239,-21.12032,17.32808,6.60267,2.48082,0.73294,77.29265,-5.891670736,-0.02652988098,0.4462832149,-3.97677,10.02292,-1.27082,50,5.84569,2.55851,-123.0465,-4.69574,-6.08244,24.95529,-16.84405,2f57a4d7-6446-4ef5-b1f5-85980eb718ac,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,84.45856,Pitching,25410021,,,,,,,,,,,,,,,,,,,,36.5604216,1894.031592,0.8032291399,,e00c094d-1df1-4392-bad5-f18751439260,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
27,2026-09-22,19:11:01.17,"Johnson, Tate",1000512540,Right,,,,,,Curveball,Live,,71.89241,1.383823281,-0.6258816936,2155.265321,65.70833792,8:15,6.1348,1.34449,5.66114,-60.15002,-5.1202,-11.24666,2.41286,-0.17631,65.61683,-9.865211264,-2.747763834,0.5339129609,5.83712,-3.19349,-1.28466,50,6.2143,1.44448,-104.48125,0.90298,6.35663,20.03913,-35.65176,b32d6aea-7668-4bbc-b700-abbc89187d4d,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,70.5966,Pitching,25410021,,,,,,,,,,,,,,,,,,,,52.11331244,1323.552406,0.614101843,,0b8d1e0b-e618-4eea-875c-df94e3d7602a,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
28,2026-09-22,19:11:20.15,"Johnson, Tate",1000512540,Right,,,,,,Curveball,Live,,71.36726,-0.4412590072,-1.096997147,2075.299185,36.79220303,7:15,6.16277,1.19216,5.65725,-65.60198,-10.16462,-7.5677,0.28441,-0.46149,66.24333,-12.56292039,-2.51893051,0.5358863022,3.72751,-5.31422,-1.09471,50,6.0844,2.19146,-103.79041,-2.56815,4.03792,18.49382,-37.93081,04238a39-0324-4789-b7d7-8e9c94db24f4,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,70.33663,Pitching,25410021,,,,,,,,,,,,,,,,,,,,51.00917306,1305.769867,0.6291959619,,0ef608d4-e40e-4359-88ea-cd3fe8ba729d,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
29,2026-09-22,19:11:41.60,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,83.20105,-1.267769109,-3.292267237,2234.421791,195.6067393,12:30,6.09758,1.32072,6.14775,-24.79767,15.28089,4.28228,2.85772,-1.36743,75.85481,-5.944046765,-2.482532303,0.455645864,-3.29768,8.69955,-1.07264,50,5.98834,6.83211,-120.91194,-3.39398,-4.85739,24.67983,-19.35986,dc4a2101-30fe-4880-b26a-1aece5b800ed,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,82.7231,Pitching,25410021,,,,,,,,,,,,,,,,,,,,45.84486758,1556.506008,0.6966034858,,61e9baec-0d8b-4edc-8cb9-2b678d168a1f,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
30,2026-09-22,19:12:03.50,"Johnson, Tate",1000512540,Right,,,,,,Curveball,Live,,71.38831,1.009648249,-0.8619575265,2168.724034,49.35017722,7:45,6.13057,1.2869,5.72789,-64.11381,-8.31761,-9.63563,1.72815,-0.31879,65.22524,-10.98108034,-2.684513882,0.5376179001,4.90512,-4.81199,-1.2093,50,6.17592,1.81529,-103.74933,0.13614,5.25217,20.21081,-37.3265,3109b805-93ed-4dd6-ad70-51726f22285b,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,70.11009,Pitching,25410021,,,,,,,,,,,,,,,,,,,23.46039254,53.36853659,1294.003123,0.5966656443,6:45,57db44c9-53cf-4e22-a6d5-9165c4b27a55,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
31,2026-09-22,19:12:28.72,"Hoggat, Kyle",1000514767,Right,,,,,,,Warmup,,76.36413,-0.5662411986,-5.497179369,2025.044896,217.383233,1:15,5.91033,3.11557,6.65521,-32.10926,15.32879,11.78798,2.71403,-0.94762,68.78873,-6.710225878,-3.240741425,0.4957181595,-8.38711,8.72322,-2.75046,50,5.85913,10.37527,-110.6814,-1.85245,-10.21624,23.08043,-21.5484,db7433a7-7a17-46df-b52d-8f84138b1474,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,76.03603,Pitching,25410021,,,,,,,,,,,,,,,,,,,,26.35211505,1814.608409,0.8960830512,,b3524a54-2bb9-4df9-b4a3-a5c61a3cf648,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
32,2026-09-22,19:12:34.73,"Hoggat, Kyle",1000514767,Right,,,,,,,Warmup,,76.1919,-0.4878830732,-4.995776318,2031.308166,214.0312696,1:15,6.01105,3.44268,6.2287,-32.75166,15.53574,10.55295,2.82997,-0.29805,68.76958,-6.700974804,-2.991570844,0.5001362084,-7.40497,8.67222,-3.07463,50,5.95837,9.38421,-110.45065,-1.78446,-9.00353,22.55994,-21.6297,ba7763dd-587f-4132-a681-67eda6e69ebb,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,75.36435,Pitching,25410021,,,,,,,,,,,,,,,,,,,,28.4944845,1785.241673,0.8788630416,,faf6cc5c-f1bb-4244-9a3b-96d4ebec304e,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
33,2026-09-22,19:12:49.80,"Hoggat, Kyle",1000514767,Right,,,,,,,Warmup,,82.05537,-1.090770503,-4.796522422,2230.444033,226.3275462,1:30,5.8711,3.38948,5.23173,-28.05804,15.53917,16.34159,2.50402,0.23263,73.24988,-6.348464681,-1.730452434,0.4752266462,-10.33215,8.61621,-2.95928,50,5.75028,9.42613,-118.68007,-3.18181,-14.38686,27.73204,-20.17652,0b57e99a-0d08-4f0c-a496-e0c669827e43,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,79.31466,Pitching,25410021,,,,,,,,,,,,,,,,,,,,28.26837809,1964.438761,0.8807388717,,67b3a5cf-8d1e-47f5-9919-019187b47472,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
34,2026-09-22,19:13:03.38,"Hoggat, Kyle",1000514767,Right,,,,,,,Warmup,,81.19179,-1.014092101,-5.15116549,2202.018815,208.8679362,1:00,5.91731,3.37501,5.38052,-25.81599,18.3426,10.16313,2.81155,-0.61913,72.75526,-5.85197712,-3.246950283,0.4782764226,-7.14418,10.10474,-2.92059,50,5.80866,10.26571,-117.43895,-2.90301,-9.77989,26.34572,-18.34135,3fc7670b-691d-4a2a-9fee-4456cde7d731,d0b2fe4e-8c0c-4500-b384-6a21ff9a212a,78.8089,Pitching,25410021,,,,,,,,,,,,,,,,,,,208.4011272,29.0999808,1924.063234,0.873772386,1:00,81b60db9-6c9c-4265-bbcc-28bd25caaf98,c6dfbc40-7dce-4232-9b29-2e7fb5281d98
