PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
11,2026-09-21,18:39:57.02,"Pence, Colin",1000511683,Right,,,,,,Fastball,Live,,88.59647,-1.634876685,-2.62344921,2088.850665,237.8476346,2:00,5.89332,2.09163,5.27395,-25.08344,11.04626,17.59619,2.26565,1.0925,81.63159,-6.264142938,0.6385006926,0.4326169702,-9.93891,6.23646,-1.86503,50,5.72579,5.26579,-128.74793,-4.58149,-16.80807,24.84491,-21.62733,aa7d9033-128f-4d8f-be90-adc2debfc113,d646366c-c175-4c83-9afd-a1ab18523c07,87.12658,Pitching,25410021,,,,,,,,,,,,,,,,,,,216.280999,32.89538677,1753.931861,0.8396635961,1:15,9b7577ec-a42c-4354-b632-ea1d3c5485ec,c38eda68-21e7-4310-b8e7-a80a53e07454
12,2026-09-21,18:40:17.11,"Pence, Colin",1000511683,Right,,,,,,Fastball,Live,,87.59257,-0.140882095,-2.259255338,2067.908506,224.9055639,1:30,5.98798,1.87142,5.37363,-22.47907,14.40147,14.39449,3.98256,0.95206,80.26598,-4.316410222,0.4186119907,0.4370891574,-8.21411,7.65431,-1.67932,50,5.95962,4.52133,-127.36154,-1.09943,-13.54882,25.12632,-19.54858,95936dc3-8e99-49ff-b148-312b7bebb714,d646366c-c175-4c83-9afd-a1ab18523c07,86.23513,Pitching,25410021,,,,,,,,,,,,,,,,,,,220.8671872,29.90010513,1792.661269,0.8668958342,1:15,7f1a3ca3-1178-4c3d-be15-ce84dc64ef27,c38eda68-21e7-4310-b8e7-a80a53e07454
13,2026-09-21,18:40:33.60,"Pence, Colin",1000511683,Right,,,,,,Slider,Live,,77.21438,2.168627459,-1.424050493,1538.609803,36.08809009,7:15,5.74102,2.03894,4.71768,-50.4411,-2.048,-1.46377,3.59689,0.56549,71.49882,-7.038743914,-1.692215893,0.5006833287,0.40439,-1.59066,-1.89395,50,5.91586,2.83914,-112.19867,2.52926,0.52123,18.18006,-34.22431,3213e560-cd1f-4e4f-a567-76c181f3ca55,d646366c-c175-4c83-9afd-a1ab18523c07,75.28199,Pitching,25410021,,,,,,,,,,,,,,,,,,,,70.34464356,517.5292302,0.3363615839,,92426b73-8548-4662-98a0-84f785ebe416,c38eda68-21e7-4310-b8e7-a80a53e07454
14,2026-09-21,18:41:00.13,"Pence, Colin",1000511683,Right,,,,,,ChangeUp,Live,,78.37585,1.944078372,-1.962253956,1450.924506,240.1288511,2:00,5.64777,2.14747,5.69805,-38.55512,7.00579,12.28881,4.24795,1.34254,71.86416,-5.259872836,0.3384720976,0.4858112852,-7.10393,3.22685,-1.99063,50,5.78684,3.5404,-113.96555,2.72805,-9.37362,20.30126,-27.91622,44d19274-c70d-4a0b-a52d-da2f2c917fcd,d646366c-c175-4c83-9afd-a1ab18523c07,77.58659,Pitching,25410021,,,,,,,,,,,,,,,,,,,239.4519092,23.10774154,1334.514625,0.9197684781,2:00,9cda2180-b683-4492-93ed-2de449b86f6b,c38eda68-21e7-4310-b8e7-a80a53e07454
15,2026-09-21,18:41:19.26,"Pence, Colin",1000511683,Right,,,,,,Fastball,Live,,91.24433,-2.834739214,-3.012285424,2237.611845,217.2376877,1:15,6.09909,1.75687,5.14747,-17.42088,17.12778,13.01668,1.97303,0.00341,83.3143,-6.054373694,-0.5968730069,0.4230454328,-7.67677,9.78763,-1.4851,50,5.8206,6.47588,-132.33709,-7.21507,-13.61101,28.29581,-14.82047,bb6b3374-d8c6-4c02-bca2-8c632c7e8241,d646366c-c175-4c83-9afd-a1ab18523c07,89.09785,Pitching,25410021,,,,,,,,,,,,,,,,,,,206.3142048,31.22870447,1913.392244,0.8551046278,1:00,c72d83ce-c286-4df7-a14f-e68c7dc49a6f,c38eda68-21e7-4310-b8e7-a80a53e07454
16,2026-09-21,18:46:43.96,"Peterson, Charlie",1000616565,Right,,,,,,Fastball,Live,,82.53907,,,1562.422888,,,5.2358,1.96738,6.46202,,,,4.16936,0.60918,74.58357,,,0.4573943824,-3.50073,7.16293,-1.83207,50,5.31274,3.95541,-120.09132,1.93154,-5.051,25.86198,-21.83907,ed83b245-6a84-4815-932d-15a06433b19b,d646366c-c175-4c83-9afd-a1ab18523c07,82.40687,Pitching,25410021,,,,,,,,,,,,,,,,,,,233.2744827,25.88233338,1405.700029,0.8996924199,1:45,ba2740be-3fea-47fb-a492-d9745ae94494,c38eda68-21e7-4310-b8e7-a80a53e07454
17,2026-09-21,18:46:54.83,"Peterson, Charlie",1000616565,Right,,,,,,Fastball,Live,,83.80826,0.6465759881,-1.966335922,1742.596522,209.6607274,1:00,5.26094,2.01867,6.82268,-24.72718,13.79878,7.88233,3.79045,0.88133,75.96337,-4.102393751,-0.4508500987,0.446733119,-5.01,7.51705,-1.89543,50,5.29314,3.9927,-122.05113,0.75824,-7.48303,26.22263,-20.94643,a8b49d79-f995-411e-8dc2-604992ea8464,d646366c-c175-4c83-9afd-a1ab18523c07,84.3735,Pitching,25410021,,,,,,,,,,,,,,,,,,,213.1381877,17.86516543,1658.570424,0.951781094,1:00,124b5272-bc93-44cc-8736-62f6af475c31,c38eda68-21e7-4310-b8e7-a80a53e07454
18,2026-09-21,18:47:07.02,"Peterson, Charlie",1000616565,Right,,,,,,Fastball,Live,,84.01432,0.3160424078,-2.674619673,1685.708106,212.0033569,1:00,5.26888,1.92459,6.76799,-27.54782,11.05384,6.93679,3.26211,0.05881,75.9154,-4.974656198,-1.340484399,0.447171782,-4.7282,6.07338,-1.75298,50,5.27886,5.53531,-122.25551,-0.02319,-7.05541,27.26483,-23.11135,38a039c5-8167-4019-9260-0349e37aa98d,d646366c-c175-4c83-9afd-a1ab18523c07,84.29074,Pitching,25410021,,,,,,,,,,,,,,,,,,,,21.93622659,1563.663241,0.9276002382,,f564a2a7-428c-4493-81f9-5f3a8874c576,c38eda68-21e7-4310-b8e7-a80a53e07454
19,2026-09-21,18:47:30.96,"Peterson, Charlie",1000616565,Right,,,,,,Splitter,Live,,69.93958,2.871206832,-1.428776589,,,,4.91414,1.87134,6.36114,-61.5796,-4.40762,-2.10155,2.42749,0.38124,63.0625,-8.879596938,-1.832191483,0.5442055975,0.66155,-3.43319,-1.76716,50,5.09321,2.58187,-101.59134,3.69113,0.67481,20.36175,-35.67602,3aa1adb2-5586-44cd-9753-e94e41fb5cdd,d646366c-c175-4c83-9afd-a1ab18523c07,69.2614,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,a7411f79-e046-4884-86d9-ea208bc8c122,c38eda68-21e7-4310-b8e7-a80a53e07454
20,2026-09-21,18:47:49.19,"Peterson, Charlie",1000616565,Right,,,,,,Splitter,Live,,71.57373,1.334851109,-2.632716573,,,,4.84952,1.7456,6.49698,-52.40505,1.92674,1.07534,1.70905,-0.58275,64.48278,-8.687308825,-2.425894332,0.5305159045,-1.52408,0.59788,-1.56206,50,4.92008,4.75817,-104.00975,1.23691,-1.62744,21.54429,-31.53563,bb188083-c505-4f82-857e-e62d80ca2e91,d646366c-c175-4c83-9afd-a1ab18523c07,71.04865,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,bda5a104-8bac-4f7e-a7dc-2275403b47d3,c38eda68-21e7-4310-b8e7-a80a53e07454
21,2026-09-21,18:48:04.77,"Peterson, Charlie",1000616565,Right,,,,,,Splitter,Live,,70.16754,0.4837904038,-3.39677563,,,,4.78333,1.80227,6.55593,-57.67769,-1.61042,-1.70225,0.42116,-1.45724,64.0628,-10.45958344,-3.722648181,0.5389222442,-0.17632,-1.05309,-1.56752,50,4.79212,6.09033,-101.97542,-0.41241,-0.18239,19.53045,-33.26339,26951fc3-0fb9-46d7-b4c9-d22eebb2a4bf,d646366c-c175-4c83-9afd-a1ab18523c07,69.9404,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,a06515cb-6703-49e4-8849-baa20e528daf,c38eda68-21e7-4310-b8e7-a80a53e07454
22,2026-09-21,18:48:24.33,"Peterson, Charlie",1000616565,Right,,,,,,Slider,Live,,70.14403,2.336584544,-2.581172131,1872.061244,74.11878757,8:30,4.90163,2.1483,5.93148,-59.67855,-2.77131,-9.63807,2.09936,-1.05092,64.42836,-8.837080377,-4.395083271,0.5429441957,4.45144,-2.18915,-1.93697,50,5.05455,4.83696,-101.89934,2.65563,4.65293,17.66193,-34.46229,5f3fe34b-5020-45e4-adbe-010c8043cb63,d646366c-c175-4c83-9afd-a1ab18523c07,69.42231,Pitching,25410021,,,,,,,,,,,,,,,,,,,,50.79186333,1183.403573,0.6321393474,,3cdda266-9c84-489d-a95b-d45ce35b4355,c38eda68-21e7-4310-b8e7-a80a53e07454
23,2026-09-21,18:48:37.53,"Peterson, Charlie",1000616565,Right,,,,,,Slider,Live,,71.94175,2.036990172,-3.785564233,1874.114291,80.55347228,8:45,4.75195,2.13234,6.45393,-55.56886,-2.21852,-13.2743,1.99714,-2.45608,65.88687,-8.468567947,-6.303621499,0.5257024396,6.14908,-1.85816,-1.85876,50,4.87118,7.22116,-104.46799,2.43089,6.71962,19.43157,-34.20461,d13bd6e5-244f-4449-8cfb-b0bf85a15b64,d646366c-c175-4c83-9afd-a1ab18523c07,71.69919,Pitching,25410021,,,,,,,,,,,,,,,,,,,64.19191685,55.34587988,1065.660752,0.568621005,8:15,74da822e-be05-44af-b069-57aba6c9c1ed,c38eda68-21e7-4310-b8e7-a80a53e07454
24,2026-09-21,18:48:55.15,"Peterson, Charlie",1000616565,Right,,,,,,Slider,Live,,71.48792,2.34913471,-2.239014537,1852.679825,80.69536677,8:45,4.84584,2.1483,6.53369,-55.45523,-1.72793,-10.37366,2.38192,-0.77071,65.29534,-8.18757781,-4.218833589,0.5275564423,5.04634,-1.68616,-1.98879,50,4.98464,4.30035,-103.94959,3.00534,5.46013,19.23458,-33.99847,3e5d8875-28f8-4005-9d19-3e71f864f7c9,d646366c-c175-4c83-9afd-a1ab18523c07,71.44722,Pitching,25410021,,,,,,,,,,,,,,,,,,,39.53675571,56.24955833,1029.305637,0.5555766425,7:15,ea853e04-8c81-4881-86cd-0186655c58f2,c38eda68-21e7-4310-b8e7-a80a53e07454
25,2026-09-21,18:49:19.02,"Peterson, Charlie",1000616565,Right,,,,,,ChangeUp,Live,,77.05821,0.9935242123,-5.775722059,1621.877807,249.70644,2:15,4.944,2.02599,7.13235,-40.03137,5.22601,14.37334,2.51357,-2.03084,70.22667,-6.689857579,-3.017656214,0.4841902977,-9.82577,2.65865,-1.6901,50,4.98985,11.00062,-111.79084,1.09403,-12.36405,21.21493,-28.8286,cbd74b67-2c6a-4662-a5be-5a24e50f375b,d646366c-c175-4c83-9afd-a1ab18523c07,77.84633,Pitching,25410021,,,,,,,,,,,,,,,,,,,,30.67598601,1394.922244,0.8600661764,,be596963-9a54-4483-abb8-eb5fa2bfaf19,c38eda68-21e7-4310-b8e7-a80a53e07454
26,2026-09-21,18:49:30.10,"Peterson, Charlie",1000616565,Right,,,,,,ChangeUp,Live,,76.44253,0.6537856848,-5.491120206,1789.572346,247.8834561,2:15,4.8518,2.04953,7.11347,-40.64083,5.23143,13.06112,2.06082,-1.85792,69.92454,-7.13048146,-2.987563546,0.4874684174,-8.95162,2.7633,-1.72834,50,4.87742,10.38932,-110.97164,0.40504,-11.1269,20.4514,-28.73926,6232f480-3718-43e5-8f2d-dcdd91753668,d646366c-c175-4c83-9afd-a1ab18523c07,77.32283,Pitching,25410021,,,,,,,,,,,,,,,,,,,,26.1067777,1606.992171,0.8979755276,,fc66c375-1439-480a-adc5-537f485bfbbd,c38eda68-21e7-4310-b8e7-a80a53e07454
27,2026-09-21,18:49:59.58,"Peterson, Charlie",1000616565,Right,,,,,,ChangeUp,Live,,75.33013,1.125462958,-4.314721143,1590.399451,230.8925127,1:45,4.79794,1.9937,7.18068,-39.95714,6.91936,8.59844,2.49071,-1.20566,69.04588,-6.540185936,-2.663001837,0.4927753423,-6.0789,3.59449,-1.74605,50,4.8508,8.08778,-109.55814,1.33011,-7.37914,19.58331,-27.81071,8702f3b4-874d-4726-80a9-06d6dd1bc37c,d646366c-c175-4c83-9afd-a1ab18523c07,76.49011,Pitching,25410021,,,,,,,,,,,,,,,,,,,,32.38140248,1343.095205,0.844501804,,958c514e-5498-4991-b656-3914edae7be1,c38eda68-21e7-4310-b8e7-a80a53e07454
28,2026-09-21,18:50:26.17,"Peterson, Charlie",1000616565,Right,,,,,,ChangeUp,Live,,77.03189,0.1456121403,-4.453405611,1819.395179,251.4170344,2:30,4.71591,2.12201,6.93108,-40.72251,4.71152,14.17757,1.45531,-0.75822,70.44597,-7.636019017,-1.73545134,0.4851343897,-9.25708,2.59922,-1.84922,50,4.71046,8.4013,-111.96522,-0.6307,-11.69035,21.1922,-28.89161,b48da593-ed97-4d48-9cc9-657b54f4f92c,d646366c-c175-4c83-9afd-a1ab18523c07,77.69484,Pitching,25410021,,,,,,,,,,,,,,,,,,,,28.23245406,1602.952002,0.8810356437,,afd7b5ab-ef8d-484e-a100-8977484f140c,c38eda68-21e7-4310-b8e7-a80a53e07454
29,2026-09-21,18:50:43.36,"Peterson, Charlie",1000616565,Right,,,,,,Fastball,Live,,85.22238,-0.1009026551,-2.571279929,1750.328887,202.0836163,12:45,4.96209,2.01215,6.72915,-22.35737,15.08311,6.13824,3.00668,0.17263,77.2179,-4.38552468,-1.393700028,0.4403947311,-4.21294,8.43679,-1.84529,50,4.94663,5.41068,-124.04272,-0.80059,-6.49631,27.20022,-19.1646,6e273a87-7de0-42d9-b959-323e4e14c35b,d646366c-c175-4c83-9afd-a1ab18523c07,85.58785,Pitching,25410021,,,,,,,,,,,,,,,,,,,226.2617284,26.93631179,1560.436783,0.8915106154,1:30,cf8b46c6-38a0-407c-8c40-4843df90cd2e,c38eda68-21e7-4310-b8e7-a80a53e07454
30,2026-09-21,18:51:03.31,"Peterson, Charlie",1000616565,Right,,,,,,Slider,Live,,68.46253,1.907103083,-2.512773317,1918.890859,84.81399368,8:45,4.7299,2.20354,6.47251,-59.23605,-0.70886,-7.39436,1.54701,-0.72139,62.90318,-9.295918856,-3.920068132,0.5506177602,3.32594,-0.96383,-2.02355,50,4.83765,4.53334,-99.56959,2.00642,3.31362,17.11932,-33.13431,f3579a48-4d46-40e9-9396-04fae95a587c,d646366c-c175-4c83-9afd-a1ab18523c07,68.45482,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,9b5b429e-471b-4133-8f82-351b600ea6ce,c38eda68-21e7-4310-b8e7-a80a53e07454
31,2026-09-21,18:51:21.46,"Peterson, Charlie",1000616565,Right,,,,,,Slider,Live,,70.85574,1.675727779,-3.098516914,,,,4.88101,1.91974,6.48001,-55.84723,-0.74811,-2.47564,1.76822,-1.13402,64.44849,-8.941742528,-3.571723712,0.5342489972,0.35854,-0.96077,-1.7011,50,4.97409,5.62959,-102.95874,1.74836,0.37855,19.71201,-33.18842,e85e5aec-229c-44d3-97d1-9aacc456bf57,d646366c-c175-4c83-9afd-a1ab18523c07,70.55219,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,b81918c8-a9ea-49c3-9831-0d47feff1e1e,c38eda68-21e7-4310-b8e7-a80a53e07454
32,2026-09-21,18:51:35.97,"Peterson, Charlie",1000616565,Right,,,,,,ChangeUp,Live,,77.19574,0.215915652,-3.365472875,1625.502319,263.482881,2:45,4.88076,2.05329,7.03208,-43.17888,1.45894,13.1449,1.47901,0.08784,71.24561,-8.017979804,-0.8462101793,0.4808646767,-8.29716,0.76118,-1.85392,50,4.87913,6.31917,-112.41251,-0.53281,-10.64413,19.88824,-31.19755,cd919b40-d834-4414-9fc8-6b8a9dcab99f,d646366c-c175-4c83-9afd-a1ab18523c07,78.38471,Pitching,25410021,,,,,,,,,,,,,,,,,,,234.0258786,29.26034556,1418.100846,0.8724077654,1:45,753192e8-5b8f-48f3-bdc7-d868cb5628a2,c38eda68-21e7-4310-b8e7-a80a53e07454
33,2026-09-21,18:51:49.43,"Peterson, Charlie",1000616565,Right,,,,,,Fastball,Live,,86.58893,0.3523828161,-2.453550374,1581.109891,186.6832457,12:15,5.25079,1.75013,6.91765,-24.22886,11.62941,1.36747,3.55284,-0.37109,78.81788,-4.296461279,-2.19095184,0.4309888974,-1.49261,6.41515,-1.59718,50,5.26413,5.36893,-126.11033,0.16089,-2.38897,27.11863,-21.90643,ae8cd5d0-303c-4149-9b53-6ee81c5fb675,d646366c-c175-4c83-9afd-a1ab18523c07,87.45571,Pitching,25410021,,,,,,,,,,,,,,,,,,,204.5047449,23.98663356,1444.565746,0.9136403197,12:45,eb46b2c5-d0f7-4d1d-bbdc-ea16a5dea1aa,c38eda68-21e7-4310-b8e7-a80a53e07454
34,2026-09-21,18:57:52.46,"Ireland, Cameron",1000617587,Right,,,,,,Fastball,Live,,82.84165,0.477015886,-1.045580559,1869.899294,200.5944295,12:45,5.46399,2.64558,5.81913,-24.5699,16.09249,6.06087,3.86002,2.17856,75.62666,-4.136670197,0.09420175308,0.4589526041,-3.55445,8.52497,-2.56376,50,5.48842,2.01493,-120.5626,0.2522,-5.22698,23.63346,-19.63769,a618f7e6-8fdf-4593-9498-4a68d7446f17,f03c7c77-3859-42c8-9c84-596496a8b201,82.12708,Pitching,25410021,,,,,,,,,,,,,,,,,,,,25.33741003,1690.021195,0.903803323,,8d68d7dc-eecd-4a1c-bbf6-cb017dddc225,c38eda68-21e7-4310-b8e7-a80a53e07454
35,2026-09-21,18:58:07.66,"Ireland, Cameron",1000617587,Right,,,,,,Fastball,Live,,82.73201,-0.7621940939,-1.924488438,1847.327942,209.0899157,1:00,5.3035,2.72917,6.1643,-26.92244,13.17005,7.34759,2.35557,1.56336,76.06064,-5.825718032,-0.5378323958,0.4557250472,-4.51278,7.37071,-2.58732,50,5.23191,3.83585,-120.45139,-2.37819,-6.65485,22.57178,-21.30469,133d65c8-ea27-47b3-b4bb-5b7fe2490529,f03c7c77-3859-42c8-9c84-596496a8b201,82.70873,Pitching,25410021,,,,,,,,,,,,,,,,,,,197.9913987,31.50093294,1575.090283,0.8526316565,12:30,aa24a599-1782-4767-89d2-c25e150fccf4,c38eda68-21e7-4310-b8e7-a80a53e07454
