PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,PitchCall,Balls,Strikes,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,PitchUID,SessionId
11,2026-09-12,10:06:15.01,"Hoggat, Kyle",1000514767,Right,,,,,,ChangeUp,Live,,78.92848,-1.055100888,-4.390086162,1589.26709,253.8431436,2:30,5.54709,3.44034,6.03433,-40.38671,4.50117,15.63314,1.20167,0.67053,72.17024,-8.6345225,-1.439156301,0.4822096974,-9.78841,2.75677,-3.10605,50,5.4428,8.35785,-114.53383,-3.23966,-12.92243,22.36693,-28.53463,073b04a5-eedf-4556-8d02-fb4e3f5f857c,8fde9ccc-fc30-424c-ae80-435b2342cd75,78.16607,Pitching,25410021,,,,,,,,,,,,,,,,,,,,25.58591254,1433.421553,0.9019387372,,847ef585-197d-4ca3-8049-c7f614a8e1d9,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
12,2026-09-12,10:06:30.76,"Hoggat, Kyle",1000514767,Right,,,,,,ChangeUp,Live,,77.26264,0.7373657927,-4.246390663,1395.709811,257.9506195,2:30,5.67488,3.20899,5.84581,-44.13516,2.69391,12.89523,2.684,0.33083,70.99338,-7.506962445,-1.830396871,0.4925260305,-8.1001,1.24835,-2.87108,50,5.70903,7.96271,-112.17396,0.19449,-10.34003,19.93717,-30.58049,3d9bea03-1ec3-4fa7-a797-a595443cabe2,8fde9ccc-fc30-424c-ae80-435b2342cd75,76.52883,Pitching,25410021,,,,,,,,,,,,,,,,,,,,28.58546607,1225.57889,0.8781043745,,d380b8b1-3060-4163-813d-49f5d6a1dad9,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
13,2026-09-12,10:06:47.76,"Hoggat, Kyle",1000514767,Right,,,,,,ChangeUp,Live,,75.48456,0.8490437184,-3.384752858,1378.69708,263.7922188,2:45,5.47408,3.38383,5.99885,-46.99014,1.71399,16.28874,2.34629,1.60168,69.43723,-7.955180935,-0.3183449295,0.5022897457,-9.74746,0.69416,-3.12668,50,5.51496,6.04957,-109.72048,0.36032,-11.89615,19.20354,-31.32687,643be0f4-c2b7-4a23-a3db-15a2634bc07a,8fde9ccc-fc30-424c-ae80-435b2342cd75,75.04123,Pitching,25410021,,,,,,,,,,,,,,,,,,,,26.53973353,1233.416484,0.8946247168,,cd50d83c-26d6-486a-8a8e-e8acb5345e4f,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
14,2026-09-12,10:07:02.91,"Hoggat, Kyle",1000514767,Right,,,,,,ChangeUp,Live,,77.98479,-1.945360676,-5.291525237,1429.557278,248.5103148,2:15,5.45938,3.57418,6.03465,-39.98436,5.58358,14.21806,0.31784,-0.15412,72.32279,-9.377002605,-2.631730823,0.4858487809,-9.04913,3.5206,-3.1685,50,5.28525,10.07757,-113.07293,-4.96795,-11.80777,19.09843,-27.58019,e04bc697-f585-4278-a9ac-226e751a2a86,8fde9ccc-fc30-424c-ae80-435b2342cd75,77.5806,Pitching,25410021,,,,,,,,,,,,,,,,,,,,26.12529129,1283.504117,0.8978332919,,1c9f8cd6-2a5f-4939-bc33-6e5f8b49c87f,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
15,2026-09-12,10:07:21.20,"Hoggat, Kyle",1000514767,Right,,,,,,Fastball,Live,,84.51637,-1.346708891,-5.46851837,1962.14869,220.5568376,1:15,5.63339,3.07634,5.781,-23.59508,15.78457,13.56851,2.40836,-0.8957,77.3085,-5.753939805,-2.936352992,0.4516555015,-8.77463,8.84246,-2.63286,50,5.50777,11.29718,-122.45015,-3.6318,-13.35223,23.67439,-18.7186,28db5b61-1600-4824-a134-a91d0d1e658f,8fde9ccc-fc30-424c-ae80-435b2342cd75,83.45396,Pitching,25410021,,,,,,,,,,,,,,,,,,,207.1245604,21.93943284,1820.048571,0.9275793317,1:00,3315eadc-bcb8-4f86-965c-29dd500523a8,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
16,2026-09-12,10:07:38.03,"Hoggat, Kyle",1000514767,Right,,,,,,ChangeUp,Live,,76.6551,1.682180278,-3.500176866,1284.121549,251.6643605,2:30,5.49491,3.53236,6.05778,-42.5195,4.72667,14.48039,3.51175,1.4958,70.1099,-6.319070769,-0.7693951076,0.4947145786,-8.84141,2.09236,-3.26852,50,5.60272,6.4201,-111.36804,2.12629,-11.09432,20.16412,-29.54853,daebdbaa-d3ad-4328-850f-ab041c5e4ee8,8fde9ccc-fc30-424c-ae80-435b2342cd75,76.19027,Pitching,25410021,,,,,,,,,,,,,,,,,,,,26.54053739,1148.798827,0.8946184478,,8792f5ea-1b20-48f6-bcf2-a23691625d37,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
17,2026-09-12,10:08:00.12,"Hoggat, Kyle",1000514767,Right,,,,,,ChangeUp,Live,,76.23097,1.177815664,-3.828056248,1606.487866,246.8234496,2:15,5.55193,3.32974,5.92901,-41.85834,6.15284,14.54143,3.15899,0.98496,69.7805,-6.674197699,-1.093927765,0.498703749,-8.92493,2.99368,-3.03222,50,5.62238,7.00747,-110.7159,1.12786,-11.07301,19.85098,-28.45984,568bc077-f49d-4c75-ab17-caca2d40e667,8fde9ccc-fc30-424c-ae80-435b2342cd75,75.58082,Pitching,25410021,,,,,,,,,,,,,,,,,,,228.424227,30.6197222,1382.49005,0.8605667551,1:30,25859e3b-bda1-47c5-8f69-b3fd4da3f3a5,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
18,2026-09-12,10:08:49.70,"Johnson, Tate",1000512540,Right,,,,,,,Live,,84.54298,-2.804136323,-2.242486252,2306.292883,192.1930211,12:30,5.90157,0.59447,6.27607,-26.73857,11.91257,2.57885,1.08491,-1.25844,77.30827,-7.838101309,-1.752890486,0.4474583284,-2.07316,7.35098,-0.43038,50,5.68154,4.7381,-122.87435,-6.78523,-3.1513,25.65478,-21.00022,8e584824-aeb5-4842-aed1-0fd8a02b4c2b,8fde9ccc-fc30-424c-ae80-435b2342cd75,84.23676,Pitching,25410021,,,,,,,,,,,,,,,,,,,210.9732878,43.2461306,1679.943499,0.7284172412,1:00,e0f898bd-55df-4685-acce-efb0dc6e76ed,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
19,2026-09-12,10:09:13.75,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,84.30698,-1.832866456,-1.518457834,2326.913721,187.235945,12:15,5.7517,0.63193,6.27477,-23.21455,15.60314,1.98466,2.12671,-0.60251,76.81914,-6.222976757,-1.141243826,0.4484213253,-1.53871,9.09171,-0.52093,50,5.60516,3.19503,-122.6587,-4.58674,-2.32844,25.78287,-18.41603,bd50da70-dff0-408d-91eb-75ce91776579,8fde9ccc-fc30-424c-ae80-435b2342cd75,84.05586,Pitching,25410021,,,,,,,,,,,,,,,,,,,205.6690008,42.28313604,1721.518605,0.7398291518,12:45,83efbb93-d53d-454f-8208-25a0f76c7d6f,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
20,2026-09-12,10:09:30.19,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,85.58806,-3.216953832,-0.6298533898,2348.814715,203.6781158,12:45,5.79306,0.6351,6.29448,-21.94111,16.08343,7.05409,0.9975,0.64262,77.38914,-7.373241901,0.7185450229,0.4438164337,-4.08083,9.88604,-0.59227,50,5.54622,1.16608,-124.3548,-7.61507,-6.28499,28.76657,-16.94829,7cb2a2df-4110-4cbf-8195-0bdea3c045c6,8fde9ccc-fc30-424c-ae80-435b2342cd75,84.92799,Pitching,25410021,,,,,,,,,,,,,,,,,,,,34.77184486,1929.385835,0.8214295585,,9a7d9598-e783-4b5a-8312-f85ea78e7479,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
21,2026-09-12,10:09:47.67,"Johnson, Tate",1000512540,Right,,,,,,ChangeUp,Live,,79.77871,-2.241587813,-1.543151389,1866.5698,225.6164214,1:30,5.73285,0.6076,6.27136,-30.34631,13.61451,13.9275,1.13607,0.34553,71.93507,-8.003009203,1.124434797,0.4772042382,-8.18121,8.24797,-0.50044,50,5.55267,2.75297,-115.93148,-5.34613,-10.89439,26.02596,-21.19076,7e05b484-edae-45db-a4d5-a5777e1f150d,8fde9ccc-fc30-424c-ae80-435b2342cd75,78.98597,Pitching,25410021,,,,,,,,,,,,,,,,,,,205.4776881,39.56112379,1439.023717,0.7709455689,12:45,b1c2dfdf-e398-4652-9db8-b5e06f7e42cb,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
22,2026-09-12,10:10:06.76,"Johnson, Tate",1000512540,Right,,,,,,ChangeUp,Live,,79.75086,-2.303909628,-1.414710225,1665.930804,241.6139222,2:00,5.78006,0.43795,6.20646,-35.51084,8.81275,16.33846,0.69286,0.49365,71.73619,-9.03991652,1.719561603,0.4791691731,-9.47678,5.66324,-0.34002,50,5.58977,2.42322,-115.83828,-5.61291,-12.52882,27.085,-24.68693,3b5669a6-3cef-4dc9-9cef-222a8a55bf6d,8fde9ccc-fc30-424c-ae80-435b2342cd75,78.66207,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,3e8cfa36-7904-4599-9215-d22f09a843ee,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
23,2026-09-12,10:10:25.50,"Johnson, Tate",1000512540,Right,,,,,,Slider,Live,,73.57605,0.3415108084,-0.001982101029,2171.586254,72.715165,8:30,5.61752,0.7466,5.57481,-55.70764,-2.50881,-7.91965,1.29415,0.08477,66.47181,-10.11059565,-1.503164198,0.5249554669,4.24962,-1.46698,-0.74139,50,5.61145,0.22331,-106.86442,-0.90783,4.78893,22.7917,-33.8272,8c4289a0-cdd5-4c04-93a4-bff1e2349a1a,8fde9ccc-fc30-424c-ae80-435b2342cd75,71.80121,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,1c4ccd8c-29a8-4b60-9b83-962922ee854f,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
24,2026-09-12,10:10:46.39,"Johnson, Tate",1000512540,Right,,,,,,Slider,Live,,72.79981,-0.3920470202,0.2258839338,1061.319306,90.12307032,9:00,5.65771,0.80111,5.71403,-53.79031,-0.02794,-7.77067,0.81001,0.36395,66.2211,-10.46514455,-1.2465015,0.5277285722,4.2608,0.11662,-0.81526,50,5.59236,-0.2078,-105.80705,-2.1731,4.73465,21.38152,-32.04446,fa7736e5-7bf9-4308-a28a-6b059b5d4269,8fde9ccc-fc30-424c-ae80-435b2342cd75,71.42391,Pitching,25410021,,,,,,,,,,,,,,,,,,,,55.53409867,600.6172273,0.5659156711,,be09186b-b33b-4ced-8e0d-b318dfadb125,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
25,2026-09-12,10:11:03.47,"Johnson, Tate",1000512540,Right,,,,,,Curveball,Live,,71.89148,0.8362904437,0.1383747528,2270.786824,61.6377514,8:00,5.76722,0.51179,5.34011,-63.8935,-7.4238,-13.66214,1.22724,-0.49693,64.88706,-11.10327823,-2.445516718,0.5408528703,7.33055,-4.26191,-0.51483,50,5.79849,0.13092,-104.32618,-0.26772,7.83827,22.42389,-36.73114,9906478d-b758-4326-a9d0-7f34b94ac818,8fde9ccc-fc30-424c-ae80-435b2342cd75,69.69074,Pitching,25410021,,,,,,,,,,,,,,,,,,,49.65175934,52.6420722,1377.896047,0.6067923386,7:45,e90b9d39-058e-477f-b778-a95a0828058d,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
26,2026-09-12,10:11:19.77,"Johnson, Tate",1000512540,Right,,,,,,Curveball,Live,,70.75461,0.9865231787,-0.82027783,2159.841186,63.50179262,8:00,5.79422,0.39353,5.69678,-63.66294,-6.64766,-13.24475,1.40835,-1.47454,64.49207,-10.92531451,-3.326668619,0.5434592921,6.85272,-3.912,-0.3167,50,5.83808,1.81941,-102.80356,0.10004,7.18351,20.29576,-36.27489,0fece665-5c52-46d0-8a3a-b444d7c782bc,8fde9ccc-fc30-424c-ae80-435b2342cd75,69.35651,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,053dec9c-b053-44fb-9b09-f0f959bbb426,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
27,2026-09-12,10:11:37.20,"Johnson, Tate",1000512540,Right,,,,,,Curveball,Live,,70.32987,2.361350607,0.7634367793,2203.50065,61.56251188,8:00,5.94132,0.4447,5.27359,-63.68177,-5.10057,-9.31181,2.85359,0.38573,63.82037,-9.507047239,-0.9852016201,0.5508718163,5.18529,-3.4793,-0.50769,50,6.11141,-1.09941,-102.05935,2.42702,5.37428,19.5141,-35.78016,06c5bc08-1cee-4154-8196-a2e562501c28,8fde9ccc-fc30-424c-ae80-435b2342cd75,68.42325,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,cbe4182a-dfe4-4abe-96ce-c72677a87b67,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
28,2026-09-12,10:12:23.25,"Johnson, Tate",1000512540,Right,,,,,,Curveball,Live,,71.82449,0.2880284054,-1.259099482,2180.608138,52.11627347,7:45,5.83197,0.46048,5.93731,-62.70063,-7.82936,-10.00804,0.87414,-1.54159,65.53244,-11.47928854,-3.162102524,0.533143266,5.00523,-4.35065,-0.35467,50,5.82012,2.5498,-104.39628,-1.07439,5.40376,21.13422,-36.8711,573991b7-e002-4bf7-8718-f117d19e0342,8fde9ccc-fc30-424c-ae80-435b2342cd75,70.69852,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,dba8000f-3ff1-41eb-b650-07b355a8f036,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
29,2026-09-12,10:14:05.61,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,85.21549,-0.9908610218,-0.6026944175,2275.93851,204.0395262,12:45,5.82065,0.39831,5.83692,-27.18532,11.77899,5.26766,2.63425,0.27718,76.85443,-6.123252275,0.3963087112,0.4492674307,-3.04487,6.69175,-0.35233,50,5.72426,1.14019,-123.88249,-2.9838,-4.65132,28.67565,-21.95178,dec49d75-7e38-4a7e-be91-616fe771ff76,35da7bda-9b1b-4997-8560-a0502dcc8c49,83.89756,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,c81a3c24-b8a3-4cee-a1cb-39a9ef31867c,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
30,2026-09-12,10:14:20.95,"Johnson, Tate",1000512540,Right,,,,,,ChangeUp,Live,,80.13514,-1.490564598,-1.26985304,1779.70357,237.3780149,2:00,5.86926,0.36042,5.88062,-34.73044,9.04823,14.17932,1.59036,0.36273,72.98735,-8.008120146,1.412731224,0.4762145815,-8.05852,5.35327,-0.26617,50,5.72918,2.17129,-116.5102,-4.04005,-10.95561,24.12966,-24.89624,27d6cde8-2bbf-49f3-b553-10f33681a3c5,35da7bda-9b1b-4997-8560-a0502dcc8c49,79.15012,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,b1d02b30-9830-40f3-9d94-3189018cd01b,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
31,2026-09-12,10:14:50.84,"Johnson, Tate",1000512540,Right,,,,,,Fastball,Live,,85.84458,-1.536187695,-0.163532265,2318.265379,196.1070144,12:30,5.88001,0.29438,5.70328,-22.5462,16.00103,4.62812,2.56965,0.5277,77.47822,-5.778429875,0.7113001078,0.4468563923,-2.54145,9.09977,-0.28352,50,5.73763,0.20827,-124.7623,-4.06603,-3.94476,28.66917,-18.04968,c14244c9-042c-475e-b149-05e44080a605,35da7bda-9b1b-4997-8560-a0502dcc8c49,84.35023,Pitching,25410021,,,,,,,,,,,,,,,,,,,,,,,,cd06715d-c7a0-4287-8795-9f9db42a0c25,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
32,2026-09-12,10:15:29.06,"Hagan, Joey",1000500298,Right,,,,,,,Live,,85.015,,,1911.96547,,,5.99102,1.258,7.92088,,,,3.3443,0.54999,77.67708,-5.951498118,-0.5187288368,0.4299719301,-1.8637,3.78248,-1.21163,50,5.97504,2.2076,-124.11937,-1.04382,-2.88758,26.41884,-26.31355,a72a4541-04a1-41f7-b7bc-f71e678e2bc1,35da7bda-9b1b-4997-8560-a0502dcc8c49,87.66256,Pitching,25410021,,,,,,,,,,,,,,,,,,,201.5556485,32.62758358,1610.243786,0.8421929221,12:45,85332598-158b-488c-b7f9-f5bada8c4a40,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
33,2026-09-12,10:15:41.85,"Hagan, Joey",1000500298,Right,,,,,,,Live,,85.34479,0.2508421603,-0.3276810999,1941.930947,199.5875002,12:45,6.28113,1.3098,7.28486,-23.04735,13.24918,4.72541,4.58729,1.40735,77.7633,-4.203845102,0.5872376422,0.4336146521,-2.78147,7.45384,-1.29281,50,6.28843,0.60414,-124.49031,0.01906,-4.33945,26.35767,-20.54508,14d75752-640a-44dd-b2b6-7c454e74d612,35da7bda-9b1b-4997-8560-a0502dcc8c49,86.92612,Pitching,25410021,,,,,,,,,,,,,,,,,,,,33.25992352,1623.82553,0.83619118,,e3bc6540-daec-4c9e-bfa7-557a22e02941,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
34,2026-09-12,10:16:28.65,"Hagan, Joey",1000500298,Right,,,,,,Fastball,Live,,85.01623,-0.8873634386,0.9843592622,1899.156818,203.0704294,12:45,6.1894,1.48142,6.95386,-24.41335,12.74881,5.44402,3.34744,2.83075,77.43362,-5.57019449,2.032511591,0.4387547807,-2.76032,7.4277,-1.54424,50,6.12589,-2.26323,-123.8966,-2.52216,-4.2553,26.65537,-20.72354,acae854c-5212-4bfc-a86b-71060f2407f9,35da7bda-9b1b-4997-8560-a0502dcc8c49,85.90776,Pitching,25410021,,,,,,,,,,,,,,,,,,,,33.08094605,1591.304028,0.8379002787,,e377e893-a8a6-4568-983c-1e1088404634,8a567c57-bea7-4cd5-b1d0-7b7d79bceabf
